"","newid","region","fam_type","earncomp","bls_urbn","cutenure","age_ref","sex_ref","marital1","educ_ref","inclass","kids","inc","inc.a","food","house","transport","utili","health","enter"
"6024","02823805","1","1","1","1","2",63,"1","1","15","09",0,86738.4,100116.4,14112,19052,15436,7228,16592,3808
"6025","02872255","4","1","2","1","4",60,"1","1","12","08",0,62880.2,69975.2,2426.6668,6312,8636,844,19578.6672,688
"6027","02999963","4","1","2","1","2",39,"2","1","12","07",0,43210,49385,5373.3332,6132,320,400,4160,680
"6029","02815325","4","1","1","1","2",62,"1","1","12","07",0,41689,43800,3900,7924,2452,4196,14976,240
"6030","02907604","3","1","1","1","1",51,"1","1","15","08",0,49785,53592,11156,22652,9820,5784,11696,8036
"6034","02872715","3","1","2","1","1",28,"2","1","13","08",0,47631,54000,1958.6668,3849.3332,700,540,1600,296
"6035","02840275","4","1","2","1","1",31,"1","1","16","09",0,78950,89000,8357.3332,20280,3080,3688,43360,912
"6042","02824275","4","1","2","1","2",39,"2","1","16","09",0,110483.4,139178.4,11960,11188,1760,3540,3328,3588
"6047","03074812","3","1","2","1","1",27,"1","1","15","09",0,76656,91000,4940,4992,1320,1972,4400,740
"6048","02977793","1","1","1","1","2",63,"1","1","12","09",0,63298,70660,9100,20240,5236,4476,480,4092
"6052","03102132","3","1","2","1","1",52,"1","1","11","09",0,65588,76350,7020,18612,9936,3992,38000,960
"6056","02996833","1","1","1","1","1",62,"1","1","15","09",0,116411.6,139441.6,20360,37699.3332,9192,12444,25280,27548
"6057","03047832","3","1","2","1","1",54,"1","1","12","07",0,43495.8,48202.8,5797.3332,4576,2160,2940,10336,240
"6063","03089461","3","1","2","1","1",56,"2","1","15","09",0,162056,200100,10400,39252,5600,5068,13584,708
"6064","02841215","3","1","2","1","1",53,"2","1","13","08",0,56410,61762,3640,6946.6668,3840,2232,17600,876
"6070","02816825","4","1","2","1","4",47,"1","1","13","05",0,26757,27500,7800,21496,9256,6384,41552,1008
"6073","03089611","1","1","2","1","4",30,"1","1","13","07",0,37637,40080,11960,11980,1960,588,1536,120
"6077","02932224","3","1","2","1","1",63,"2","1","13","09",0,131937,158952,9005.3332,31216,3600,5104,2570.6672,2448
"6083","03163281","3","1","1","1","2",64,"1","1","15","09",0,88939,106558,3706.6668,3290.6668,1200,1324,5520,1992
"6084","03169621","2","1","2","1","4",54,"2","1","12","08",0,54339,61000,2253.3332,5596,908,1316,10133.3328,604
"6086","02924094","3","1","2","1","2",62,"2","1","13","09",0,71347,82000,3813.3332,2877.3332,3672,2552,24480,7516
"6094","03096633","3","1","1","1","1",58,"2","1","13","08",0,54767,56771,21680,19816,32968,5000,19467.2,4784
"6103","03163621","3","1","2","1","1",43,"1","1","16","09",0,107114,130063,5789.3332,7850.6668,10864,1280,5296,2440
"6104","02971693","3","1","2","1","4",54,"2","1","13","06",0,31482,33419,5200,6500,4404,1520,30992,1964
"6105","02933034","3","1","2","1","2",64,"1","1","12","05",0,23267.8,23619.8,8493.3332,5794.6668,3160,3285.3332,16544,2352
"6106","03103033","3","1","2","1","1",57,"2","1","15","08",0,47780.8,51515.8,6500,16508,3644,3104,16736,2020
"6107","02910464","3","1","2","1","4",27,"1","1","16","09",0,88815,107800,9780,35500,5812,4476,19056,5648
"6108","03096834","3","1","2","1","4",29,"2","1","14","09",0,90350,102844,4240,29128,3884,3296,10800,7440
"6109","02998513","1","1","1","1","2",59,"2","1","15","09",0,145305.6,181042.6,7280,10146.6668,4160,5272,43804.8,3244
"6110","03002783","3","1","2","1","2",52,"1","1","14","09",0,98515,112785,780,1064.6668,3014.6668,460,5024,80
"6111","03096871","4","1","2","1","1",57,"1","1","12","09",0,105569,128750,6708,18608,2596,3344,2880,2844
"6114","03002983","3","1","1","1","1",36,"1","1","12","08",0,56076.2,58921.2,3553.3332,10464,854.6668,1760,5760,424
"6117","02910964","3","1","2","1","4",27,"1","1","15","06",0,32029,33800,4680,6860,1820,1320,15392,796
"6122","02933664","3","1","2","1","2",56,"2","1","14","09",0,127932,161100,2426.6668,8541.3332,1200,2612,33957.3328,1692
"6127","03045783","4","1","2","1","1",44,"1","1","14","09",0,122963,145768,6066.6668,23858.6668,5328,2020,10261.3328,3796
"6128","03103481","4","1","2","1","2",59,"1","1","15","06",0,31727.2,33178.2,480,18476,2704,1488,528,2368
"6131","03078612","1","1","2","1","4",36,"2","1","15","09",0,109360.2,138487.2,1040,4408,824,596,54848,428
"6132","03088304","1","9","1","2","1",48,"1","3","11","07",0,44181,48248,1126.6668,2900,800,1800,3050.6672,420
"6134","02925714","3","1","2","1","4",54,"1","1","15","05",0,21833,21811,3293.3332,7240,7672,2040,14133.3328,728
"6135","02907104","3","1","2","1","1",54,"2","1","13","09",0,91764,110460,14820,22840,7692,6948,11648,1668
"6137","02819115","3","1","2","1","1",54,"2","1","13","09",0,104469,115862,7680,9236,10252,3600,16160,3640
"6141","03107981","1","1","2","1","2",37,"2","1","13","09",0,113799.6,140130.6,10400,20484,166492,8112,26880,1092
"6151","02945444","3","1","2","1","1",59,"1","1","16","09",0,116999,140000,4420,10298.6668,1100,2580,3728,720
"6157","02844335","1","1","2","1","2",58,"1","1","12","09",0,144598.2,180268.2,9360,12314.6668,117453.3332,4684,35669.3328,2020
"6162","02844385","2","1","2","1","1",46,"1","1","12","07",0,49007,48400,6240,25890.6668,2836,1920,8000,6884
"6163","03074693","3","1","2","1","2",42,"1","1","16","09",0,113042.8,139410.8,4420,15205.3332,1237.3332,1040,1552,4568
"6165","03051232","3","1","2","1","1",30,"1","1","15","09",0,66075.4,72091.4,9160,9989.3332,614.6668,3040,20458.6672,7384
"6174","03148161","4","1","1","1","1",60,"2","1","13","09",0,64261,70582,5026.6668,18041.3332,1365.3332,3200,15360,2064
"6179","03167041","4","1","2","1","2",58,"1","1","15","09",0,167092.4,213916.4,3640,3013.3332,3000,1600,7280,160
"6180","03100171","1","1","2","1","1",44,"1","1","15","09",0,75415,85000,13684,30584,10068,11040,8240,6796
"6181","02970303","1","1","1","1","2",59,"1","1","12","09",0,66206,71912,5460,6868,109060,1760,91195.2,1048
"6182","02845045","4","1","2","1","1",40,"1","1","13","09",0,83932,94700,2600,24389.3332,4140,2232,6720,240
"6185","02845105","3","1","2","1","1",56,"2","1","13","09",0,68511.6,79486.6,3917.3332,9148,4804,3200,9600,492
"6187","03165041","4","1","2","1","4",38,"2","1","15","09",0,65847,74636,2426.6668,6280,1258.6668,1124,3360,324
"6192","03081014","3","9","1","1","2",41,"2","5","13","06",0,38434,38939,1300,3678.6668,1308,920,2000,240
"6193","03104743","3","1","2","1","2",58,"1","1","12","09",0,89672.8,110654.8,12220,14676,4280,6240,28800,864
"6195","02970743","3","1","2","1","1",42,"1","1","14","09",0,101006,115606,9620,31100,18432,4580,23840,2700
"6198","02993033","3","1","1","1","4",28,"1","1","12","07",0,41089,44814,6360,7212,3017.3332,4068,16928,1372
"6206","02901164","4","1","2","1","1",53,"1","1","16","08",0,62881.6,64409.6,15100,42168,9756,6028,232528,2220
"6214","02971273","1","1","2","1","4",28,"2","1","12","08",0,49822,54500,5460,20552,4980,4680,5200,2088
"6217","03033695","3","1","2","1","1",40,"1","1","12","05",0,26832.8,28620.8,19500,6540,47840,3660,4256,624
"6218","02924534","4","1","2","1","2",56,"1","1","16","09",0,81708.4,90018.4,22637.3332,17642.6668,9980,2696,25728,12644
"6219","03007073","1","1","2","1","2",57,"1","1","15","09",0,106600,129034,6453.3332,6561.3332,8982.6668,2344,10853.3328,476
"6223","02947734","3","1","2","1","2",60,"1","1","15","09",0,186440,250000,9086.6668,5181.3332,6796,1180,2602.6672,2068
"6224","03105321","1","1","2","1","2",64,"1","1","15","09",0,194189,247600,13756,26252,10932,5924,2096,25732
"6236","02994474","3","9","1","1","4",48,"2","3","12","06",0,33194,34404,5026.6668,8016,1880,2816,1280,232
"6237","02968243","2","1","2","1","1",59,"1","1","13","09",0,129376.2,150178.2,17880,53804,12796,6620,19200,1128
"6242","02925354","3","1","2","1","1",51,"1","1","15","09",0,126733,160000,5546.6668,10800,5528,3600,30944,680
"6243","02972213","4","1","2","1","4",49,"1","1","11","07",0,42690,46000,4420,13432,840,1192,480,1080
"6245","03149261","2","1","2","1","4",27,"2","1","14","08",0,58888.8,67664.8,5373.3332,7300,6208,2100,3466.6672,424
"6247","03172771","2","1","2","1","1",58,"2","1","15","09",0,90481,108065,3033.3332,10957.3332,970.6668,1644,6544,660
"6252","02972433","3","1","2","1","1",61,"2","1","13","09",0,107212,127000,4160,23424,4236,2980,33568,1932
"6253","03143261","4","1","2","1","4",49,"1","1","13","09",0,113192,145601,7220,35402.6668,15080,1200,9920,2304
"6258","02948644","2","1","2","1","1",53,"1","1","15","09",0,199416,241938,4246.6668,7820,1118.6668,1848,4656,4392
"6266","03004383","3","1","2","1","1",29,"1","1","14","09",0,164101.4,212369.4,3986.6668,3784,2732,1516,7952,488
"6267","02867705","2","1","2","1","2",63,"1","1","13","09",0,77539,90000,2946.6668,1862.6668,3632,916,6208,360
"6269","03055252","2","1","2","2","2",53,"1","1","12","09",0,63412,70000,3813.3332,3520,11624,2560,7653.3328,648
"6272","02903624","2","1","2","1","1",29,"2","1","14","08",0,53342,61765,8320,20852,7104,3368,9632,1384
"6278","03099812","4","1","1","2","4",33,"1","1","14","09",0,136197,164000,9340,17352,8164,300,22464,2124
"6279","03009253","3","9","1","1","1",49,"2","3","16","07",0,37407,40487,1733.3332,6990.6668,486.6668,1100,2576,2308
"6280","02867985","3","1","2","1","1",30,"2","1","15","09",0,111809.4,135473.4,4160,12220,932,1368,5968,332
"6281","02996243","3","1","1","1","1",64,"2","1","12","09",0,64159,71600,5720,14002.6668,2432,3740,6400,1368
"6287","02949854","3","1","1","1","2",63,"1","1","12","08",0,59143,65500,2938.6668,3878.6668,950.6668,1116,7662.4,4808
"6289","02949924","1","1","2","1","1",55,"1","1","15","09",0,121738.4,150145.4,3120,4677.3332,4541.3332,1888,11786.6672,820
"6290","03009853","2","9","1","1","4",38,"1","5","10","04",0,16357.2,17935.2,2946.6668,3400,440,1000,2426.6672,160
"6293","03085183","3","1","2","1","4",34,"1","1","15","08",0,51959.4,56166.4,2253.3332,3820,1986.6668,680,17600,72
"6296","02868795","3","1","1","1","2",58,"1","1","14","05",0,27212,28000,3813.3332,1770.6668,620,880,4800,1084
"6299","02950204","1","1","2","1","4",59,"1","1","16","09",0,69884,81500,3553.3332,4576,548,896,25040,16
"6305","02904654","1","1","2","1","2",62,"1","1","16","09",0,103622.2,128483.2,5500,16076,10320,7556,5232,928
"6306","03106673","3","1","2","1","2",56,"1","1","12","09",0,62870,72871,6160,21164,360,2964,28352,1152
"6310","03085803","2","9","1","1","4",44,"2","4","13","02",0,12937.4,9082.4,1438.6668,3140,160,740,3200,236
"6314","02836635","4","1","2","1","1",36,"1","1","12","09",0,88097.8,99089.8,9020,15201.3332,8338.6668,2220,17312,2488
"6317","03150431","2","1","1","1","2",64,"1","1","13","09",0,64415,74528,5200,4029.3332,3458.6668,2296,69504,264
"6322","02869715","4","1","2","1","1",44,"2","1","12","09",0,70397,80000,1404,8302.6668,2928,920,16074.6672,928
"6326","03011023","2","1","2","1","1",35,"2","1","15","09",0,165172,212008,4160,5854.6668,6885.3332,1448,14149.3328,2204
"6330","02951434","4","1","2","1","1",28,"1","1","11","09",0,112540,128000,2340,8964,986.6668,720,7616,760
"6332","03092053","2","1","1","1","1",63,"1","1","14","09",0,105382.8,121344.8,4420,13044,3000,4340,18240,1008
"6337","03107211","2","1","2","1","1",57,"1","1","16","09",0,104512,124000,7956,33240,7020,5640,53216,2888
"6338","02971283","4","1","2","1","1",53,"2","1","15","09",0,89622,101900,10800,14900,6420,4392,52960,4684
"6339","03048963","2","1","2","1","1",39,"1","1","15","09",0,117917,144009,6586.6668,14842.6668,1180,3280,8042.6672,1928
"6341","02951924","3","9","1","1","2",61,"2","5","14","08",0,57949.8,63930.8,2340,1872,480,1488,3481.0672,496
"6342","02928874","4","1","2","1","2",51,"2","1","13","08",0,47708,64971,5120,5929.3332,3056,2748,2560,2536
"6346","03033944","4","1","2","1","4",31,"1","1","12","07",0,45915,49372,12740,17632,16772,2996,20368,2760
"6347","03107361","2","1","2","1","1",60,"2","1","12","09",0,84694,1e+05,6500,14352,76256,6656,38816,10764
"6349","02870465","4","1","2","1","2",63,"2","1","16","09",0,101831.8,125303.8,2080,4644,1354.6668,856,43417.0672,236
"6357","02976053","4","1","2","1","1",45,"2","1","15","09",0,203256.6,275677.6,15900,36832,13648,3388,14944,9504
"6363","02814315","4","1","2","1","1",38,"1","1","13","09",0,85346,100500,9100,16308,39040,4396,6000,1524
"6367","03045725","3","1","1","1","4",29,"1","1","16","08",0,44805,50000,1386.6668,11800,80,1720,2400,320
"6371","03008333","2","1","2","1","4",37,"1","1","15","09",0,81761.4,97595.4,2686.6668,6864,3020,1700,3317.3328,2216
"6373","02976463","3","1","2","1","1",42,"1","1","16","09",0,116055,132000,15208,38980,4752,2880,32400,3576
"6374","03164071","2","1","2","1","4",27,"2","1","15","09",0,68108,77000,2173.3332,3937.3332,2436,1044,3360,896
"6375","03145261","1","1","2","1","1",49,"1","1","12","09",0,144926.8,184718.8,10906.6668,21166.6668,10436,3756,56768,764
"6379","03046064","3","1","1","1","4",58,"1","1","12","09",0,88620,108000,5893.3332,15020,3852,1944,17888,1376
"6384","03103664","3","1","2","1","1",28,"2","1","14","09",0,78939,94000,2080,80956,8688,700,8160,4240
"6387","03108111","2","1","2","1","4",56,"1","1","13","07",0,43921,47748,3380,12260,4704,4080,55520,2452
"6388","02977033","3","9","1","1","1",43,"2","3","12","09",0,128422.8,162589.8,13000,9652,5724,6292,10075.2,3876
"6391","02872365","4","1","2","1","2",58,"1","1","15","09",0,80062,88800,8666.6668,9769.3332,480,1100,6933.3328,1048
"6398","02969663","1","1","2","1","1",52,"1","1","15","09",0,106298.2,123882.2,14800,39937,18968,12792,22560,23200
"6403","02819815","4","1","2","1","1",59,"2","1","13","09",0,103027.8,124439.8,10660,9216,11620,6096,28800,716
"6404","02819875","2","1","2","1","1",42,"2","1","15","08",0,49136,54500,4388,25796,2392,4656,18528,2060
"6405","02877865","2","1","2","1","1",45,"1","1","15","09",0,128789,156000,3033.3332,5817.3332,3277.3332,1492,2960,936
"6407","02819965","2","1","2","1","4",63,"1","1","13","08",0,56004.8,63060.8,3380,15900,856,4680,6720,768
"6408","02931244","2","1","2","1","1",54,"1","1","15","09",0,85763,102000,6933.3332,10325.3332,3180,3472,16704,1836
"6409","02873085","2","9","1","1","2",57,"1","5","16","09",0,96637.6,114285.6,1126.6668,8701.3332,548,1048,2789.3328,1024
"6411","03089201","4","9","1","1","2",53,"2","3","13","09",0,93397.6,116716.6,8952,18760,4412,6244,11771.2,12860
"6413","03095701","4","9","1","1","4",49,"2","3","13","05",0,30340,27076,8216,11344,3768,3668,1200,3036
"6416","03169011","2","1","1","2","2",61,"2","1","10","06",0,38262.8,38512.8,2045.3332,1850.6668,1396,1168,6064,392
"6423","02845005","3","1","2","1","1",38,"1","1","15","09",0,179442,231135,6678.6668,16701.3332,6302.6668,2920,12517.3328,7440
"6425","03061383","3","1","2","1","1",44,"1","1","12","08",0,49041.2,53025.2,3120,11026.6668,2780,2960,7946.6672,596
"6430","03169291","1","1","2","1","4",32,"1","1","12","09",0,99550,120000,2600,2676,3120,1108,2773.3328,652
"6432","03098123","3","1","2","1","1",58,"1","1","15","09",0,73045,85000,10920,5880,8568,2832,1040,4540
"6435","03089593","1","1","1","2","2",43,"1","1","12","08",0,52236.8,56857.8,19520,13648,7880,6784,24752,1028
"6437","03142151","1","9","1","1","1",64,"2","5","11","06",0,35080.8,35634.8,1906.6668,4953.3332,1048,2944,1568,608
"6442","03075992","2","9","1","1","1",56,"1","3","12","07",0,38560,44272,2600,2485.3332,1964,720,2010.6672,384
"6446","03109203","2","1","1","2","2",64,"2","1","16","08",0,52304,56380,6236,7164,7628,4160,36235.2,2896
"6448","03096383","2","1","2","1","1",61,"1","1","13","08",0,60304,67407,5020,18560,4340,5684,26208,1320
"6450","03142351","3","9","1","1","2",59,"1","5","14","07",0,46031,46259,2253.3332,4268,7392,2344,3356.8,1428
"6451","03109282","2","1","2","1","4",31,"2","1","15","09",0,64934,74000,5200,20084,5412,9400,13392,3764
"6459","02975303","1","1","2","1","1",27,"2","1","15","09",0,97752,113180,4736,18616,5936,3408,9776,4764
"6460","03053572","1","9","1","1","2",52,"1","5","11","06",0,32980,35150,2704,3080,2816,2400,6592,1240
"6464","03077043","2","1","2","1","1",51,"2","1","15","09",0,87571,103000,3497.3332,3512,1434.6668,1104,6336,4512
"6467","03169911","3","1","2","1","1",40,"1","1","12","08",0,46553,52000,2253.3332,7159.3332,1716,1700,1285.3328,564
"6468","02875405","3","1","2","1","1",31,"1","1","13","09",0,79843.6,92405.6,2253.3332,4406.6668,2780,1440,1600,492
"6472","03103062","2","1","2","1","1",56,"2","1","12","08",0,51487,52904,2600,19200,4644,3560,11760,1472
"6476","02990023","3","1","2","1","2",62,"1","1","13","09",0,99703,120000,7280,4945.3332,7600,3676,41669.3328,824
"6478","02968213","2","1","2","1","1",54,"2","1","13","09",0,112414,133000,12500,20240,8160,4128,1120,820
"6479","03049594","3","1","1","1","2",61,"2","1","15","07",0,46182,47783,3293.3332,6557.3332,1536,2620,14876.8,648
"6482","03054434","4","1","1","1","4",54,"1","1","11","04",0,16425.8,15935.8,3986.6668,13540,5260,3480,640,1168
"6483","03090473","3","1","1","1","4",47,"1","1","13","09",0,88126,98000,8140,22380,5624,4080,9920,4560
"6489","03097083","3","1","2","1","1",36,"2","1","16","09",0,113889,137100,9952,24832,1680,5580,10080,3508
"6492","02876295","4","1","1","1","1",60,"1","1","15","09",0,108151,124652,2773.3332,18133.3332,3016,2348,29408,1520
"6493","02876305","2","1","1","1","2",56,"1","1","12","04",0,17639,18000,1473.3332,1661.3332,4773.3332,1028,34544,320
"6497","03100041","3","9","1","1","2",53,"2","3","16","08",0,56121,58017,5200,16320,3600,1920,6240,1200
"6498","03104341","2","1","2","1","1",28,"2","1","15","09",0,68253,78000,6240,18264,3616,3128,18464,2088
"6506","03004143","2","1","2","1","1",33,"2","1","15","09",0,92544,110000,4680,6069.3332,660,1672,4000,808
"6508","02969113","4","1","2","1","4",51,"2","1","13","09",0,65736,72740,6656,14152,63276,2612,3536,1252
"6509","02969213","2","1","2","1","4",59,"2","1","12","09",0,79348,93000,7300,24276,6516,5916,8960,2252
"6515","03099711","3","1","2","2","1",47,"2","1","14","07",0,44309.8,47531.8,10140,10856,1820,6780,17952,1368
"6516","02970603","4","1","1","1","2",53,"2","1","12","07",0,41243,42030,3460,9900,2656,5480,52336,1244
"6520","02877655","2","1","1","1","2",64,"2","1","16","09",0,83038,97441,1993.3332,3108,1304,1768,2944,1048
"6521","02877685","2","1","1","1","2",59,"1","1","16","09",0,88001.6,102419.6,2912,7090.6668,741.3332,1188,6517.3328,16
"6523","02991823","1","1","1","1","2",56,"2","1","15","09",0,101909.2,114386.2,8666.6668,20296,1634.6668,5096,41372.8,4048
"6525","03084573","1","1","1","1","2",64,"2","1","15","09",0,89207,105041,4086.6668,4680,1604,1536,15134.4,1396
"6530","03171231","4","1","2","1","1",33,"2","1","16","09",0,82750.2,94505.2,1906.6668,8626.6668,1526.6668,1404,2000,700
"6532","03110602","3","1","2","1","2",56,"2","1","12","09",0,72573,83046,10400,29997,3868,8268,16704,1196
"6537","03142461","2","1","2","2","1",55,"1","1","12","09",0,81386,90934,2264,10306.6668,4084,3876,8528,144
"6538","02845995","3","1","2","1","1",54,"1","1","11","09",0,70733,83000,6933.3332,9153.3332,2648,1996,18880,4952
"6540","03091451","4","1","1","2","4",54,"2","1","13","08",0,56190,59259,9520,18928,4416,3692,36235.2,1420
"6552","02970473","3","1","2","1","2",63,"2","1","13","09",0,75295.8,83985.8,16480,24308,7568,2696,43600,6740
"6558","02997503","3","9","1","1","2",34,"1","1","12","06",0,35056.2,34317.2,5546.6668,1376,6533.3332,1376,3356.8,2496
"6559","03066702","2","1","2","1","1",46,"1","1","12","09",0,65030.8,74107.8,4333.3332,8756,2400,3640,19829.3328,1080
"6560","03006263","3","9","1","1","1",63,"2","3","14","04",0,16837.4,15817.4,3844,7782.6668,2893.3332,1536,8302.4,2132
"6562","02845475","1","1","2","1","4",57,"2","1","13","09",0,73205,86110,3952,17192,1516,2408,4480,740
"6563","02900884","1","9","1","1","4",33,"1","5","11","07",0,44740,49662,3120,10760,1668,4500,480,1292
"6565","02970873","3","1","2","1","1",46,"2","1","13","09",0,91317.6,106321.6,8320,26936,5072,5108,12688,1836
"6566","03048492","2","1","2","2","2",61,"1","1","12","07",0,46308.8,49877.8,3293.3332,4565.3332,400,2592,12800,800
"6571","03167441","2","1","2","1","2",52,"2","1","12","09",0,101666,118200,2686.6668,2092,220,1292,3040,600
"6574","03148751","3","1","1","1","1",63,"1","1","14","02",0,7559,7559,4680,17628,2436,1620,12476.8,480
"6576","02821665","4","1","2","1","1",49,"2","1","12","09",0,74829.4,84466.4,7644,16980,7312,4460,91008,3444
"6578","03088123","2","1","2","1","1",56,"1","1","15","09",0,75107.4,87359.4,4506.6668,3752,600,1896,4368,360
"6584","03165511","3","1","2","1","1",40,"1","1","14","09",0,106814,130000,4333.3332,24388,1540,1760,1360,11268
"6586","02947674","3","1","2","1","2",51,"2","1","11","06",0,32522,33900,2166.6668,2162.6668,1560,1596,5696,168
"6589","03067663","2","1","1","1","1",60,"1","1","14","09",0,70426,81000,4073.3332,1890.6668,640,1096,1472,120
"6590","03007333","3","1","2","1","1",47,"1","1","14","08",0,53015.6,57761.6,2725.3332,4536,80,700,1248,140
"6591","02838175","3","1","2","1","1",58,"1","1","13","09",0,117601,144000,5690.6668,7958.6668,4820,3508,23520,140
"6594","03072472","1","1","1","2","4",58,"2","1","12","07",0,40513,41167,2253.3332,5144,2372,1716,960,648
"6595","02901884","3","1","2","1","1",29,"2","1","16","09",0,88891.2,105706.2,6240,27884,5116,6364,16992,1796
"6597","03092451","3","1","2","1","1",34,"1","1","15","09",0,86946.8,106657.8,8280,15384,4720,3660,1200,912
"6601","03149171","3","1","2","1","1",44,"2","1","15","09",0,144014,178500,3466.6668,29478.6668,2660,1988,7765.3328,1024
"6606","03170311","4","1","2","1","2",46,"2","1","16","09",0,139187,180000,13000,28232,2800,1688,2400,436
"6607","02948354","1","9","1","1","1",52,"1","4","11","09",0,84470,96000,2426.6668,11840,900,4160,901.3328,360
"6609","02902524","3","1","2","1","1",49,"2","1","12","09",0,101147.4,117266.4,10400,15844,10780,7320,48000,2972
"6610","03149271","3","1","1","1","2",59,"2","1","13","07",0,40568,41200,3466.6668,3392,4600,1492,21170.1328,2928
"6612","02838825","3","1","2","1","1",57,"2","1","13","06",0,31388.6,33309.6,3466.6668,11904,3488,3300,36672,1600
"6615","03166121","1","1","2","1","4",41,"1","1","16","09",0,122811,158800,4766.6668,12360,1804,1560,2773.3328,672
"6616","03073573","2","1","1","1","1",55,"1","1","16","09",0,105384,117606,953.3332,5808,566.6668,2132,10526.4,468
"6620","02995253","4","1","2","1","1",45,"2","1","13","09",0,103784,128456,4333.3332,11193.3332,3440,4492,9280,808
"6625","02867575","4","1","2","1","1",56,"2","1","15","06",0,34976,36800,2253.3332,7645.3332,5452,1356,2480,1092
"6626","03101491","3","1","2","1","1",55,"1","1","15","09",0,163352,200400,9452,22616,17044,5740,5920,1820
"6629","03173011","3","1","2","2","2",46,"2","1","15","09",0,63340,74300,2946.6668,3557.3332,1800,1464,4960,440
"6632","02903374","3","1","1","1","2",57,"1","1","16","03",0,10723.2,10234.2,7280,12240,5732,3132,14080,1508
"6641","03173341","2","1","2","1","2",55,"2","1","13","09",0,98680,116120,3380,2121.3332,3681.3332,1408,6640,280
"6642","02903774","2","1","1","1","1",29,"1","1","15","08",0,60192,68000,6500,26152,12900,7960,13440,2564
"6644","03143771","3","1","2","1","2",63,"1","1","11","08",0,52946,54964,5981.3332,4013.3332,6276,1320,12160,64
"6650","03099922","4","9","1","1","4",60,"1","2","12","08",0,48831,58174,8840,10928,1096,580,720,1292
"6658","03011223","4","9","1","1","4",38,"1","5","11","06",0,33884.8,35671.8,2686.6668,4960,1016,772,6126.4,348
"6661","03152331","2","1","2","1","2",60,"1","1","12","09",0,89193,103924,6486.6668,13136,640,4092,5216,396
"6663","03172151","3","1","2","1","2",56,"2","1","13","09",0,91177,110360,4333.3332,1026.6668,2692,752,1184,196
"6664","03058094","3","1","2","1","1",62,"2","1","12","08",0,50213,57562,2912,4912,2216,1564,9290.6672,468
"6667","03173781","3","1","2","1","1",32,"1","1","16","09",0,99053.2,114892.2,4333.3332,6709.3332,2653.3332,1216,10240,220
"6668","03148281","3","1","1","1","1",49,"1","1","13","08",0,59625,69000,7522.6668,11458.6668,6184,3948,25120,576
"6671","03167161","2","1","2","1","4",29,"1","1","15","09",0,93945,115000,3293.3332,7572,1148,1320,3632,548
"6676","03151091","4","1","2","1","1",56,"1","1","16","09",0,116791.4,146920.4,7973.3332,15257.3332,12680,2888,1600,7368
"6677","02910634","2","1","2","1","2",39,"2","1","15","07",0,44169,49800,7800,13916,6348,6020,15296,3908
"6681","03093813","3","1","1","1","1",56,"2","1","14","05",0,26579,26804,2600,9080,116540,4344,14059.2,1332
"6683","02997583","3","1","2","1","1",48,"1","1","14","09",0,129458.2,151044.2,6933.3332,17338.6668,2398.6668,1400,16640,1340
"6684","03093831","3","1","1","1","1",62,"2","1","13","08",0,56099,63800,5304,20220,8112,7040,57243.2,3492
"6687","03096322","3","1","1","1","2",62,"1","1","12","09",0,101646,123212,18720,52136,13380,11396,38731.2,1440
"6692","03109261","4","1","2","1","4",38,"2","1","13","08",0,60178.8,67659.8,11960,18792,3816,2520,16800,2448
"6694","02905424","2","1","2","1","1",62,"1","1","11","09",0,76296.6,90072.6,4680,23952,2280,7932,23899.2,2112
"6695","02905444","2","1","1","1","2",53,"2","1","16","09",0,106627,150000,18620,4664,9300,2664,5760,12780
"6696","02997903","1","1","2","1","1",39,"1","1","15","09",0,77399.6,88122.6,4680,9940,2054.6668,1984,12800,436
"6703","03088412","3","1","2","1","2",60,"1","1","11","05",0,20852.6,21083.6,1386.6668,1533.3332,3316,1400,6400,2732
"6710","02975813","1","1","2","1","1",58,"2","1","13","09",0,86921,100499,3640,10068,4760,3444,11467.2,980
"6711","03107341","1","1","2","1","2",59,"1","1","13","09",0,77999,90300,5200,12144,4392,4240,73520,2948
"6713","03167781","1","1","2","1","1",43,"2","1","16","09",0,122852.4,157384.4,6673.3332,8744,360,632,6240,1800
"6715","02952234","1","1","2","1","1",51,"1","1","16","09",0,102136,115020,2513.3332,10153.3332,880,1900,5066.6672,312
"6722","02976083","3","9","1","1","2",55,"2","5","12","05",0,29243,25979,4160,10432,3576,9196,19067.2,2148
"6727","03054444","2","1","2","1","1",45,"1","1","15","09",0,63943.2,72775.2,10840,14004,10508,5240,3477.3328,968
"6728","03105571","4","1","2","1","4",28,"2","1","13","07",0,39537,43448,5180,14200,87008,1440,11568,400
"6731","03151401","3","1","2","1","1",50,"1","1","12","09",0,62437,72000,8933.3332,13940,4976,4600,22400,712
"6738","03089824","2","1","2","2","2",61,"2","1","13","09",0,67678,75000,3900,8612,1200,6240,111168,1080
"6741","03095754","3","1","2","1","1",29,"1","1","14","08",0,54544.4,59572.4,5720,8180,5040,4260,31200,1440
"6742","03073663","4","1","2","1","2",62,"1","1","13","09",0,201499.4,234054.4,7520,18229.3332,2073.3332,2500,15710.4,1988
"6744","03150891","3","1","2","1","1",51,"1","1","15","09",0,129542,157000,6705.3332,25849.3332,7174.6668,4556,18880,1592
