"","newid","region","fam_type","earncomp","bls_urbn","cutenure","age_ref","sex_ref","marital1","educ_ref","inclass","kids","inc","inc.a","food","house","transport","utili","health","enter"
"27409","03111014","3","8","1","1","2",62,"2","3","15","09",0,66685,85000,1560,7112,3160,3620,21328,1320
"27413","03271902","1","8","1","1","4",56,"2","5","14","01",0,1461,1251,1966.6668,2202.6668,608,296,1936,440
"27414","03194873","2","8","1","1","1",42,"1","5","15","09",0,102196.6,122748.6,5160,45040,6928,3372,13536,1772
"27416","03165844","2","8","1","1","4",29,"1","3","13","08",0,49200,60000,1733.3332,2200,1568,800,1456,120
"27418","03297102","3","8","1","1","1",53,"1","1","11","07",0,35118,40000,1213.3332,3810.6668,1644,1584,560,176
"27419","03089444","4","8","1","1","4",49,"2","2","15","05",0,20110,23000,2600,12896,1320,2380,16656,292
"27421","03325381","4","8","1","1","2",61,"2","5","15","09",0,75117,96884,5720,6220,4968,1796,14432,260
"27423","03254842","4","8","1","1","1",35,"2","5","16","08",0,48940,54000,3640,19012,6588,2688,6896,1476
"27424","03228903","2","8","1","1","4",42,"2","4","12","08",0,50787.4,58934.4,1612,21740,2960,308,1376,300
"27425","03300072","4","8","1","1","4",52,"1","3","13","09",0,70816.2,84471.2,1906.6668,7725.3332,3005.3332,1528,31920,5144
"27426","03236903","4","8","1","1","4",28,"2","5","13","07",0,40692.4,47284.4,2602.6668,5360,500,860,5760,2592
"27427","03279402","3","8","1","1","1",61,"2","3","13","05",0,25847,28000,1733.3332,5800,688,2304,1472,1040
"27433","03106794","2","8","1","1","1",60,"2","3","13","09",0,57800,70000,7200,13724,5092,2960,5184,1600
"27442","03255212","4","8","1","1","1",55,"2","5","13","09",0,85497.4,105346.4,3404,20696,7360,2288,12128,1704
"27444","03272562","4","8","1","1","2",51,"2","5","15","08",0,50367.6,62059.6,3640,4640,837.3332,2520,19200,336
"27445","03332511","1","8","1","1","4",36,"2","5","15","09",0,55725,70000,6900,24600,2956,1300,4768,2460
"27448","03272632","2","8","1","1","4",48,"2","3","15","07",0,38153,44000,4333.3332,6944,2124,656,3200,348
"27451","03237483","2","8","1","1","1",51,"1","3","12","09",0,85113,1e+05,1213.3332,5545.3332,400,688,10400,316
"27454","03193083","1","8","1","1","4",32,"1","5","16","09",0,60354,75000,6240,15560,6824,2856,6848,5164
"27456","03272772","3","8","1","1","1",62,"2","2","13","08",0,54866.8,59689.8,8173.3332,16982.6668,5720,7868,1600,6400
"27457","03272822","2","8","1","1","4",28,"1","5","12","09",0,82334,110000,6933.3332,9200,13186.6668,3280,13696,200
"27458","03341971","1","8","1","1","4",49,"1","5","15","09",0,57298,70000,6240,7432,1441.3332,1160,5280,968
"27459","03193153","2","8","1","1","1",27,"1","5","15","08",0,51567.6,62190.6,6500,14772,1200,1488,3120,6492
"27460","03298042","4","8","1","1","1",34,"1","5","15","08",0,48480,56000,1646.6668,4926.6668,5120,448,6789.3328,572
"27461","03255582","1","8","1","1","1",64,"2","3","15","08",0,48579.4,55227.4,7540,19180,3852,1956,18720,3316
"27464","03339921","3","8","1","1","4",48,"2","3","11","06",0,32348,37000,7280,6968,3320,2168,1920,1784
"27465","03091434","2","8","1","1","1",37,"2","5","16","09",0,69993,84501,4544,12280,2872,2012,20800,4564
"27466","03167124","3","8","1","1","2",62,"2","5","14","07",0,34837,41000,506.6668,1910.6668,784,1020,1701.3328,240
"27467","03193323","3","8","1","1","2",49,"1","3","12","08",0,49372,60010,5200,4908,5940,2988,19200,1188
"27469","03185643","1","8","1","1","1",62,"2","2","16","09",0,82083,100900,8840,17400,2376,5652,26160,6384
"27472","03097964","2","8","1","1","1",59,"2","3","14","06",0,31451,35200,2200,11044,3144,3028,12160,948
"27484","03256092","3","8","1","1","2",46,"2","3","14","02",0,7598.4,7375.4,5980,3292,1200,3092,432,1212
"27485","03301212","4","8","1","1","4",55,"2","2","13","08",0,48721,60000,2166.6668,5308,2240,500,800,356
"27490","03273652","1","8","1","1","1",61,"1","3","13","02",0,6119,6000,1906.6668,8934.6668,1980,3880,13596.8,632
"27496","03340474","4","8","1","1","4",31,"2","5","15","09",0,64098.4,76902.4,3120,12368,3536,1904,6400,1340
"27498","03167684","2","8","1","1","1",50,"1","5","15","09",0,90852.8,110075.8,4333.3332,7680,1700,1144,7274.6672,1300
"27500","03167714","2","8","1","1","4",41,"2","5","13","05",0,22032.6,25030.6,1673.3332,2884,776,1220,3022.4,900
"27501","03333511","1","8","1","1","4",32,"2","5","15","09",0,66991.8,84226.8,11104,24440,10724,4616,2400,16416
"27505","03280842","2","8","1","1","4",28,"2","5","16","08",0,44258,50010,4226.6668,18544,6666.6668,2568,1920,840
"27506","03333651","4","8","1","1","4",36,"2","5","11","06",0,26218,30000,1820,10044,1844,4172,6400,1044
"27507","03167854","4","8","1","1","1",33,"2","3","15","08",0,53429,61500,1925.3332,4300,4684,960,1562.6672,520
"27521","03271642","4","8","1","1","1",54,"1","3","13","09",0,64661,78000,2986.6668,13564,2100,3160,6432,1280
"27522","03230963","2","8","1","1","1",45,"2","5","15","07",0,38745.2,44569.2,1560,5608,3352,644,3088,420
"27523","03110874","1","8","1","1","1",58,"1","3","12","07",0,39936,46000,10400,11692,1628,1536,5552,3176
"27524","03256902","3","8","1","1","1",54,"2","3","13","09",0,73907,90000,2860,11156,3160,6016,16000,1140
"27526","03168314","4","8","1","1","4",48,"1","3","14","09",0,56218,70100,1733.3332,7688,576,780,2394.6672,732
"27529","03249332","2","8","1","1","1",50,"1","5","14","08",0,57769,69000,7496,57148,2760,2880,10896,1632
"27532","03150264","2","8","1","1","2",59,"2","3","15","08",0,54771,67100,2253.3332,3084,1557.3332,1240,10485.3328,216
"27534","03354471","2","8","1","1","1",50,"1","3","13","09",0,75346,94000,1300,4737.3332,1638.6668,1648,8688,1264
"27541","03231333","4","8","1","1","4",36,"2","3","15","03",0,10679.2,10476.2,2374.6668,4396,3285.3332,1396,6400,900
"27542","03341391","3","8","1","1","4",31,"1","5","15","07",0,38641,45000,2692,6836,2176,640,4160,280
"27548","03341443","3","8","1","1","4",46,"1","3","12","07",0,37942,45000,1906.6668,8240,5408,608,4576,640
"27555","03274802","3","8","1","1","1",52,"2","3","15","05",0,21126,22000,832,3437.3332,2260,2712,3605.3328,120
"27558","03341621","3","8","1","1","1",60,"2","2","14","06",0,28186,31900,450.6668,9756,4136,2260,7388.8,240
"27560","03259662","3","8","1","1","4",41,"2","5","15","08",0,49918,60000,2056,13388,1324,880,7680,1884
"27561","03195483","4","8","1","1","1",57,"1","5","15","08",0,46540,55000,15600,8512,3220,2920,11424,876
"27567","03297722","4","8","1","1","4",32,"2","5","15","08",0,50791,58510,2825.3332,3800,270.6668,560,2256,368
"27573","03213813","4","8","1","1","1",53,"1","3","15","09",0,105063,124000,4506.6668,41082.6668,2416,2964,8672,11320
"27575","03216433","2","8","1","1","4",59,"2","4","12","02",0,6674,6200,1733.3332,7864,653.3332,1144,4064,496
"27576","03208843","2","8","1","1","4",42,"1","3","15","07",0,38722,46000,1213.3332,8564,1324,1576,7626.6672,64
"27580","03169344","3","8","1","1","2",64,"2","5","16","06",0,33177.4,38041.4,468,2398.6668,752,492,6032,596
"27584","03146174","1","8","1","2","1",57,"2","3","16","08",0,59045,68242,7373.3332,18848,2897.3332,1660,26197.3328,1336
"27585","03169584","1","8","1","1","4",36,"1","5","15","05",0,18319,20014,1300,3468,330.6668,488,8736,440
"27588","03342111","3","8","1","1","1",58,"1","3","16","09",0,99327,125053,3293.3332,12152,572,1716,4800,1016
"27591","03330611","3","8","1","1","1",34,"2","5","15","08",0,46211,52500,5720,21156,5072,3660,6400,1584
"27592","03190943","3","8","1","1","4",31,"2","3","15","07",0,38127,42605,14640,13636,11148,2400,19248,1056
"27601","03149244","3","8","1","1","4",63,"2","3","15","05",0,25212,27000,5026.6668,12076,1216,1020,2912,572
"27602","03355801","3","8","1","1","1",62,"2","3","14","09",0,73410.6,84536.6,2253.3332,3044,468,480,3040,988
"27609","03351511","1","8","1","2","1",52,"2","3","12","05",0,21535.2,23093.2,1464,4898.6668,1424,984,2880,260
"27611","03173084","4","8","1","1","1",37,"1","5","15","09",0,81826,95000,3813.3332,13418.6668,2128,1360,2400,2900
"27613","03328871","2","8","1","1","4",51,"1","5","13","08",0,48423,58308,4176,18228,3108,480,10800,4824
"27616","03235513","3","8","1","1","4",28,"2","5","13","05",0,22204.4,24674.4,606.6668,4552,264,420,480,896
"27625","03191553","1","8","1","1","2",55,"1","4","15","08",0,57418.2,67776.2,17556,18541,1160,1788,7056,1300
"27628","03144304","2","8","1","1","2",57,"1","5","16","08",0,42849.8,50385.8,2496,2853.3332,1600,1840,6240,400
"27637","03294072","4","8","1","1","4",41,"2","3","12","07",0,39592.6,45194.6,1733.3332,4628,1804,672,2256,1448
"27638","03294092","1","8","1","1","1",29,"1","5","16","08",0,54702,65000,3553.3332,4610.6668,521.3332,780,869.3328,760
"27640","03173644","3","8","1","2","1",46,"2","3","14","05",0,20181,21500,1040,2109.3332,400,760,1600,300
"27641","03296812","4","8","1","2","2",63,"2","3","13","06",0,35936,38801,726.6668,2021.3332,280,732,12752,400
"27643","03215463","3","8","1","1","1",62,"2","5","16","02",0,5494,5457,8493.3332,13644,3116,2476,20768,14888
"27649","03327241","1","8","1","1","4",63,"2","3","12","05",0,22814.8,25530.8,2600,9804,3176,4104,14096,3400
"27651","03299572","3","8","1","1","1",53,"1","5","14","08",0,58062,68016,2166.6668,2373.3332,2949.3332,260,6181.3328,188
"27653","03100634","3","8","1","1","4",46,"2","5","13","05",0,24507,28000,5200,11000,3812,2184,6176,1680
"27655","03336431","3","8","1","1","4",58,"1","3","11","05",0,26382,28800,2400,4768,4070.6668,384,9152,600
"27656","03338941","3","8","1","1","1",49,"1","5","14","08",0,47100.4,54956.4,4506.6668,10592,3626.6668,1920,16000,1120
"27657","03100874","1","8","1","1","1",30,"2","5","15","07",0,35946,42000,5720,7328,6884,960,4864,3388
"27658","03144964","4","8","1","1","1",50,"1","3","14","09",0,65764,85538,3293.3332,4901.3332,8342.6668,1736,3008,368
"27659","03329622","3","8","1","1","1",56,"1","5","16","09",0,85408.2,100292.2,13000,31864,4280,6124,29280,1464
"27661","03251942","4","8","1","1","4",52,"2","5","13","01",0,4541,4391,1404,13696,1220,1200,10715.2,1124
"27665","03343573","4","8","1","1","1",35,"1","5","14","09",0,66891,81947,5893.3332,11621.3332,5660,2012,3125.3328,400
"27666","03276852","3","8","1","1","1",58,"2","3","12","08",0,48091,58000,2357.3332,8613.3332,648,2900,11776,2012
"27667","03334491","4","8","1","1","2",46,"2","5","15","07",0,40236.8,45424.8,8060,14884,79032,1808,6720,2156
"27673","03277002","3","8","1","2","2",50,"2","5","15","09",0,71147,79800,2426.6668,2640,980,2040,24320,640
"27677","03277952","2","8","1","1","2",50,"2","5","16","08",0,44343,50082,2593.3332,5721.3332,1356,1084,12928,660
"27678","03231664","4","8","1","1","1",29,"1","1","16","08",0,55733,60000,2773.3332,17077.3332,1920,680,2640,1848
"27679","03302622","3","8","1","1","1",57,"1","3","16","09",0,119025,138000,1386.6668,5104,1580,1292,10490.6672,1944
"27686","03279662","4","8","1","1","2",60,"2","2","15","09",0,59494,71230,6933.3332,5793.3332,2636,1328,1632,3040
"27689","03346241","2","8","1","1","1",43,"1","3","12","08",0,54243,68000,1560,5700,1484,3200,1600,432
"27690","03350781","3","8","1","1","4",58,"2","4","12","05",0,23156,25000,1213.3332,3044,760,1000,3093.3328,308
"27696","03350921","3","8","1","1","4",36,"2","5","16","07",0,40073.8,44903.8,1213.3332,2880,488,480,13872,60
"27699","03277512","1","8","1","1","4",27,"2","5","15","09",0,68904,90000,4160,14464,960,1440,81749.3328,656
"27705","03339851","1","8","1","1","4",44,"1","3","14","09",0,93196,117000,4160,10184,4700,1000,4352,1840
"27708","03326301","3","8","1","1","1",59,"2","5","16","09",0,59926,75000,6240,14468,5188,3240,4288,1008
"27709","03326311","3","8","1","1","4",39,"1","5","12","08",0,44829,54000,4160,9688,3760,1000,8016,160
"27711","03227133","1","8","1","1","1",50,"2","3","12","06",0,29652.8,33271.8,1005.3332,4798.6668,15624,1948,1733.3328,632
"27713","03255682","4","8","1","1","4",29,"1","5","15","07",0,36397,42000,8560,8916,3100,120,2880,680
"27714","03324881","4","8","1","1","4",31,"1","5","15","09",0,64205,80000,15360,16260,13988,940,6800,24060
"27717","03347421","4","8","1","1","4",29,"1","5","15","08",0,57435,68000,1733.3332,7152,654.6668,564,1178.6672,768
"27721","03353451","4","8","1","1","4",28,"1","5","16","09",0,75004,1e+05,2426.6668,8124,360,500,2336,1036
"27724","03344651","3","8","1","1","1",61,"1","1","13","08",0,53350.2,63762.2,3640,8593.3332,3514.6668,1656,6784,624
"27726","03298562","3","8","1","1","1",41,"1","5","11","08",0,43063,50000,1820,2672.6668,260,1204,2949.3328,560
"27727","03109304","2","8","1","1","2",47,"1","3","15","09",0,82831.4,108013.4,8060,7308,7892,1920,13168,1104
"27728","03270962","2","8","1","1","1",29,"2","5","16","08",0,52116,59400,3053.3332,10068,2272,1488,1600,3032
"27736","03206943","2","8","1","1","1",31,"1","5","12","08",0,50566.4,59447.4,2773.3332,11009.3332,3400,2460,5205.3328,240
"27740","03324631","2","8","1","1","1",61,"1","3","16","09",0,88316,113000,9880,59532,12400,6308,400,336
"27743","03296362","1","8","1","1","2",31,"1","5","15","08",0,49668,60000,1646.6668,636,1180,308,1600,1232
"27747","03347261","3","8","1","1","1",50,"1","5","12","04",0,14479,15000,1213.3332,2360,640,420,1733.3328,128
"27750","03278674","2","8","1","1","1",33,"1","5","15","09",0,68300.8,82190.8,4120,11670.6668,6952,1828,2986.6672,5416
"27751","03253944","4","8","1","1","4",30,"1","5","12","07",0,39017,45000,4940,10468,5384,1096,7184,2688
"27754","03325561","4","8","1","1","4",35,"1","5","15","09",0,65110,85000,9120,15024,11340,1376,3200,4856
"27759","03331491","1","8","1","1","2",55,"2","5","15","09",0,92718,120000,5824,14480,6660,1264,10560,1080
"27760","03165384","3","8","1","1","4",36,"2","5","13","05",0,26003.4,29220.4,2513.3332,3368,80,568,4288,612
"27761","03230933","3","8","1","1","1",53,"1","3","13","09",0,59015,71200,1733.3332,2550.6668,800,1000,5600,288
"27763","03354241","4","8","1","1","2",61,"2","5","15","06",0,31693.8,35044.8,2840,2010.6668,500,580,11200,2400
"27764","03325011","3","8","1","1","4",50,"2","5","12","01",0,3461.2,3204.2,3640,10732,56960,2752,8640,96
"27765","03195443","4","8","1","1","4",27,"1","5","13","09",0,74993,1e+05,9084,18148,7416,2440,16160,3096
"27769","03186943","4","8","1","1","1",56,"2","5","14","07",0,37720,43000,6900,15288,2820,1108,9472,1280
"27770","03354351","1","8","1","1","4",54,"2","3","13","09",0,71129,91000,242.6668,6964,844,1920,1173.3328,888
"27774","03211283","1","8","1","1","4",29,"1","5","12","04",0,16791,18000,1560,4256,680,640,3189.3328,128
"27776","03325272","4","8","1","1","4",28,"2","5","15","07",0,40069,47000,5360,21828,5640,1556,13920,400
"27778","03349291","2","8","1","1","2",60,"1","5","14","03",0,11498,10255,1594.6668,1496,1860,672,5600,208
"27782","03236583","1","8","1","1","4",31,"1","5","13","09",0,59674.2,75083.2,1906.6668,6456,1438.6668,404,3466.6672,1744
"27785","03347941","3","8","1","1","2",62,"1","3","12","06",0,30468,35020,1473.3332,3150.6668,800,864,5941.3328,664
"27790","03325491","4","8","1","1","1",45,"1","3","14","09",0,79332,98020,5980,26172,2208,4356,13920,2900
"27793","03249782","4","8","1","1","1",42,"2","5","14","09",0,77363,90000,4260,37004,7060,4180,1600,3932
"27795","03345941","2","8","1","1","4",49,"1","3","12","09",0,66101,80000,1560,5080,1448,780,5786.6672,100
"27798","03273272","1","8","1","1","4",39,"1","5","12","07",0,35171,41010,2253.3332,9302.6668,1080,1076,9578.6672,1000
"27801","03234233","3","8","1","1","1",59,"1","2","16","09",0,101783,120020,10826.6668,11211,9690.6668,1264,3360,440
"27802","03214543","3","8","1","1","2",64,"2","3","15","08",0,47831.2,56808.2,4701.3332,4446.6668,600,2528,9600,1008
"27804","03341641","2","8","1","1","4",52,"1","5","13","09",0,57915,72000,4586.6668,13700,2880,2224,6517.3328,528
"27808","03339451","3","8","1","1","4",35,"2","5","16","09",0,56317,72500,2773.3332,15240,2544,928,1504,1944
"27809","03185133","2","8","1","1","2",54,"1","5","15","04",0,14753,15000,3016,4364,5392,2092,27456,2580
"27811","03229423","1","8","1","1","2",48,"1","4","14","08",0,52326,63800,1993.3332,4433.3332,162.6668,1180,4160,300
"27815","03237473","1","8","1","1","1",54,"2","5","15","08",0,49967.8,58572.8,2253.3332,3904,1680,824,3200,440
"27818","03215603","4","8","1","1","2",39,"1","5","13","06",0,33973,36800,2706.6668,14997.3332,13000,1960,160,912
"27819","03335701","1","8","1","2","4",42,"2","3","12","06",0,27410,30010,520,7788,8997.3332,1692,3061.3328,296
"27821","03258722","3","8","1","1","4",52,"1","5","15","08",0,46202.4,56221.4,2600,14168,360,140,14144,900
"27823","03275312","1","8","1","1","1",34,"2","5","11","08",0,43924,50000,2426.6668,12521.3332,1992,2080,5546.6672,1120
"27825","03351031","3","8","1","1","2",59,"1","2","12","05",0,20141.6,21454.6,953.3332,1553.3332,828,1380,3200,880
"27833","03353171","3","8","1","1","4",57,"1","3","12","04",0,16678,18138,260,3560,340,880,208,544
"27839","03333844","1","8","1","1","4",36,"2","1","16","08",0,53096.4,66230.4,19760,47948,3200,1020,38400,2840
"27844","03256002","1","8","1","1","2",52,"1","5","12","09",0,57114,71250,5460,8764,1920,3440,26075.2,1176
"27846","03295962","4","8","1","1","4",42,"2","5","15","09",0,74648.6,100934.6,1560,5040,874.6668,944,4656,2856
"27849","03250922","3","8","1","1","2",53,"1","3","11","07",0,40017,48000,7280,6724,1200,1764,5200,840
"27860","03296312","4","8","1","2","2",52,"1","5","13","07",0,37876,42000,606.6668,1220,230.6668,500,2400,200
"27862","03326791","1","8","1","2","4",32,"1","5","15","09",0,61705,73000,7020,12808,960,1444,3440,1428
"27864","03347191","3","8","1","1","1",39,"1","3","14","07",0,34936,41000,1854.6668,3051.3332,800,868,1328,80
"27866","03342201","1","8","1","1","4",48,"1","5","13","09",0,69170.2,87236.2,6486.6668,5926.6668,1937.3332,1326.6668,6240,160
"27867","03233113","2","8","1","1","4",47,"1","5","12","05",0,26230,29000,1560,4788,1156,1540,1701.3328,424
"27876","03274062","4","8","1","1","4",55,"2","3","13","07",0,37994,44000,3813.3332,11900,864,1892,6730.6672,820
"27880","03249152","2","8","1","2","1",53,"2","3","16","06",0,32191.8,35377.8,1560,14100,1596,3720,6240,2668
"27882","03346081","3","8","1","1","1",52,"2","5","14","08",0,48413.6,59086.6,866.6668,2477.3332,1333.3332,1000,2426.6672,480
"27884","03295132","1","8","1","2","4",42,"2","5","16","09",0,65285,77000,1820,5845.3332,1830.6668,268,1669.3328,224
"27885","03275584","3","8","1","1","4",36,"1","3","13","06",0,28803,32400,2600,10896,1140,2080,4512,1408
"27892","03236593","3","8","1","1","4",53,"1","5","13","06",0,34098.6,37873.6,866.6668,4660,248,660,320,40
"27894","03342441","2","8","1","1","4",32,"1","5","16","08",0,43029.8,52126.8,8320,9536,1274.6668,1712,10400,2288
"27901","03232053","3","8","1","1","2",59,"2","2","13","06",0,31405.2,33823.2,1386.6668,2116,3180,1188,6256,1012
"27911","03276912","1","8","1","1","2",58,"2","3","15","09",0,154454.6,210832.6,3466.6668,21044,5220,2684,89909.3328,2220
"27912","03167054","2","8","1","1","4",60,"2","3","12","06",0,27673,31500,1473.3332,2776,480,416,7632,420
"27915","03280852","2","8","1","1","4",34,"2","5","16","09",0,103789,132550,5200,8944,7968,1720,2944,1016
"27919","03259102","4","8","1","1","4",56,"2","5","14","08",0,49080,60000,1144,9508,720,1188,6240,600
"27924","03327111","4","8","1","1","1",33,"1","5","15","09",0,61207.4,74329.4,7160,19900,8176,1992,8320,2548
"27928","03190473","2","8","1","1","1",60,"1","3","12","09",0,110762.2,147693.2,5720,12240,900,2640,35840,840
"27929","03350691","3","8","1","1","4",45,"2","3","16","09",0,73505,95000,2226.6668,9044,944,620,4736,420
"27934","03295622","2","8","1","1","1",52,"2","3","13","05",0,22446.4,24056.4,1126.6668,3746.6668,344,1072,19600,1356
"27943","03330361","3","8","1","1","4",34,"1","1","13","03",0,10153,10000,11700,10812,6200,1896,5616,1008
"27944","03327651","2","8","1","1","4",31,"1","5","14","09",0,74396,95000,15080,14140,4796,2540,6560,152
"27947","03271502","3","8","1","1","1",36,"1","5","15","08",0,59996,64020,3226.6668,14820,2354.6668,1320,2560,1528
"27952","03331211","1","8","1","1","2",58,"2","5","15","07",0,41561,48000,5200,5176,1376,2724,27856,1960
"27957","03292522","1","8","1","1","4",59,"2","5","15","08",0,48369,60000,1112,4400,800,400,1776,1640
"27958","03281082","2","8","1","1","4",41,"2","5","13","07",0,37205,44000,2773.3332,9768,840,1368,10880,2300
